Index;country;city;uni;title;uniRank.1;tuition;tuitiontype; favorite; quant;disciplines;startDate;applyBy;DaysLeft;degType;campus;duration;toefl;ielts;gmat;gre;languages;ects;platformLink;about;origLink
36;Italy;Milano;SDA Bocconi School of Management;Master of Business Administration ;;59000;year;;;Business Administration, Finance, Master in Business Administration (MBA);06/09/2021;15/04/2021;83;M.B.A.;On Campus;1 year;;6,5;   Required   ;   Required   ;English;On Campus;https://www.mastersportal.com/studies/11011/;The Master of Business Administration of SDA Bocconi is an intense, international program offered by one of the highest-ranked Schools of Management in the world. This 1-year MBA is held in the heart of Milano, the hub of Italy’s culture and innovation, and it is designed to flexibly meet the needs of students, connecting them with inspirational leaders and iconic brands.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.sdabocconi.it%2Fen%2Fmba-executive-mba%2Ffull-time-mba%3Fsembox_source%3DStudyPortal%26sembox_p%3DINT_FTMBA%26sembox_content%3DListing%26camp%3DC-00002252%26utm_source%3DStudyPortal%26utm_campaign%3DListing_INT_FTMBA&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxMTAxMSIsImQiOiJNYXN0ZXIgb2YgQnVzaW5lc3MgQWRtaW5pc3RyYXRpb24iLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiMTIxNDgyZTktMWE1Ni00NDI3LThlYTUtN2VmODcwZTBhZDg4IiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMTgwNjg5NyIsImQiOiJodHRwczovL3d3dy5zZGFib2Njb25pLml0L2VuL21iYS1leGVjdXRpdmUtbWJhL2Z1bGwtdGltZS1tYmE%2Fc2VtYm94X3NvdXJjZT1TdHVkeVBvcnRhbCZzZW1ib3hfcD1JTlRfRlRNQkEmc2VtYm94X2NvbnRlbnQ9TGlzdGluZyZjYW1wPUMtMDAwMDIyNTImdXRtX3NvdXJjZT1TdHVkeVBvcnRhbCZ1dG1fY2FtcGFpZ249TGlzdGluZ19JTlRfRlRNQkEiLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0Ijoic3AifX1dfQ%3D%3D&taps=null&duid=7ee6825c-15cb-432a-a55d-ba1625d19c77&sid=cafb5095-e923-4b5e-8b18-bbd43d4b551e
37;.;Melbourne;Swinburne Online;Financial Planning ;;;;;;Finance, Financial Mathematics, Actuarial Science;08/03/2021;26/02/2021;35;Postgraduate Diploma;Online;1 year;79;6,5;.;.;English;8 alternative credits;https://www.mastersportal.com/studies/289209/;The Financial Planning program at Swinburne Online will equip you with knowledge in investment, insurance, taxation, superannuation and estate planning.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.swinburneonline-studyportals.com%2Fprograms%2Fbusiness%2Fgraduate-diploma-financial-planning%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyODkyMDkiLCJkIjoiRmluYW5jaWFsIFBsYW5uaW5nIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjEyMTQ4MmU5LTFhNTYtNDQyNy04ZWE1LTdlZjg3MGUwYWQ4OCIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjIxNDQ3NjMiLCJkIjoiaHR0cHM6Ly93d3cuc3dpbmJ1cm5lb25saW5lLXN0dWR5cG9ydGFscy5jb20vcHJvZ3JhbXMvYnVzaW5lc3MvZ3JhZHVhdGUtZGlwbG9tYS1maW5hbmNpYWwtcGxhbm5pbmcvIiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InAifX1dfQ%3D%3D&taps=null&duid=7ee6825c-15cb-432a-a55d-ba1625d19c77&sid=cafb5095-e923-4b5e-8b18-bbd43d4b551e
797;.;Baltimore;Johns Hopkins University;Finance;12;58.840,00 €;year ;;;Finance, Accounting, Commerce;26/08/2021;08/04/2021;76;M.Sc.;On Campus;1 year;100;7;   Required   ;   Required   ;English;36 alternative credits;https://www.mastersportal.com/studies/93208/;The Master of Science in Finance degree from the Johns Hopkins University gives you the opportunity to refine your quantitative and leadership skills to analyze data, act upon it, and impact the long-term sustainability of businesses around the world. ;.
591;Singapore;Singapore;Nanyang Technological University;Asset and Wealth Management;13;8.657,00 €;year ;;;Economics, Finance, Financial Mathematics;26/07/2022;01/01/2022;344;M.Sc.;On Campus;1 year;100;6,5;.;.;English;On Campus;https://www.mastersportal.com/studies/305131/;Asset and Wealth Management  is a postgraduate degree programme issued by the Nanyang Technological University. ;.
677;.;Beverly Hills;University of California, Los Angeles (UCLA);Financial Engineering;13;26.895,00 €;year ;;;Finance, General Engineering & Technology, Actuarial Science;01/10/2021;30/04/2021;98;Master;On Campus;1 year;87;7;   Required   ;   Required   ;English;30 alternative credits;https://www.mastersportal.com/studies/63626/;The finance industry needs people who have deep mathematical modeling skills and computational expertise. With the help of the Financial Engineering program of the University of California, Los Angeles (UCLA), your quantitative skills can help solve the complex and creative challenges of today’s financial markets.;.
690;Singapore;Singapore;Nanyang Technological University;Financial Engineering;13;34.009,00 €;year ;;;Finance, Actuarial Science;03/08/2021;28/02/2021;37;M.Sc.;On Campus;1 year;100;6,5;     600      ;.;English;On Campus;https://www.mastersportal.com/studies/68846/;A unique graduate programme, the Master of Science in Financial Engineering at Nanyang Technological University empowers you to succeed as a dynamic professional in the world of high technology finance. ;.
42;.;Cambridge;edX - online learning platform;Finance MicroMaster Program ;;1337;year ;;;Business Administration, Finance, Financial Mathematics;;;;Pre-Master;Online;1 year, 3 months;;;.;.;English;42 alternative credits;https://www.mastersportal.com/studies/298644/;EdX is an online learning platform trusted by over 12 million users offering the Finance MicroMaster Program in collaboration with Massachusetts Institute of Technology - MITx. The skills and expertise required for a career in finance are in high demand across countless industries.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.awin1.com%2Fcread.php%3Fawinmid%3D6798%26awinaffid%3D203405%26clickref%3DPM%26ued%3Dhttps%253A%252F%252Fwww.edx.org%252Fmicromasters%252Fmitx-finance&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyOTg2NDQiLCJkIjoiRmluYW5jZSBNaWNyb01hc3RlciBQcm9ncmFtIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjZkOGY1ZmRjLWZmNzgtNDE0YS1iYTcyLTYyOWUxYmE4ODc5MiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjIxNTUzNzIiLCJkIjoiaHR0cHM6Ly93d3cuYXdpbjEuY29tL2NyZWFkLnBocD9hd2lubWlkPTY3OTgmYXdpbmFmZmlkPTIwMzQwNSZjbGlja3JlZj1QTSZ1ZWQ9aHR0cHMlM0ElMkYlMkZ3d3cuZWR4Lm9yZyUyRm1pY3JvbWFzdGVycyUyRm1pdHgtZmluYW5jZSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJzcCJ9fV19&taps=null&duid=0f799ed9-7b08-4920-8ebb-f7d58827d64b&sid=03b3b445-4e6f-4c4b-9ffb-40c3b2cc405e
700;Singapore;Singapore;Nanyang Technological University;Financial Engineering;13;34.009,00 €;year ;;;Finance, Actuarial Science;03/08/2021;28/02/2021;37;M.Sc.;On Campus;1 year;100;6,5;     600      ;.;English;On Campus;https://www.mastersportal.com/studies/68846/;A unique graduate programme, the Master of Science in Financial Engineering at Nanyang Technological University empowers you to succeed as a dynamic professional in the world of high technology finance. ;.
1253;Singapore;Singapore;Nanyang Technological University;Financial Technology (FinTech);13;10.677,00 €;year ;;;Electronics & Embedded Technology, Finance;27/07/2021;31/01/2021;9;M.Sc.;On Campus;1 year;92;6,5;   Required   ;   Required   ;English;33 alternative credits;https://www.mastersportal.com/studies/305093/;Financial Technology (FinTech) refers to a cluster of emerging innovations that have the potential to revolutionize the nature of the finance industry, enhancing the productivity of financial firms by employing data science and cyber technologies. Financial Technology (FinTech) is offered at Nanyang Technological University.;.
45;.;London;FutureLearn;Financial Analysis and Decision Making with Xero and Tableau Microcredential ;;585;full ;;;Mathematics, Finance, Financial Mathematics;18/01/2022;;;Pre-Master;Online;3 months;;;.;.;English;15 alternative credits;https://www.mastersportal.com/studies/306343/;Get professional training in financial analysis and learn how to translate financial data insights into deliverable actions with this Financial Analysis and Decision Making with Xero and Tableau Microcredential at FutureLearn.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fclick.linksynergy.com%2Fdeeplink%3Fid%3DeI8rZF94Xrg%26mid%3D42801%26murl%3Dhttps%253A%252F%252Fwww.futurelearn.com%252Fmicrocredentials%252Ffinancial-analysis-xero-tableau&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIzMDYzNDMiLCJkIjoiRmluYW5jaWFsIEFuYWx5c2lzIGFuZCBEZWNpc2lvbiBNYWtpbmcgd2l0aCBYZXJvIGFuZCBUYWJsZWF1IE1pY3JvY3JlZGVudGlhbCIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiI2ZDhmNWZkYy1mZjc4LTQxNGEtYmE3Mi02MjllMWJhODg3OTIiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIyMTY0MDgzIiwiZCI6Imh0dHBzOi8vY2xpY2subGlua3N5bmVyZ3kuY29tL2RlZXBsaW5rP2lkPWVJOHJaRjk0WHJnJm1pZD00MjgwMSZtdXJsPWh0dHBzJTNBJTJGJTJGd3d3LmZ1dHVyZWxlYXJuLmNvbSUyRm1pY3JvY3JlZGVudGlhbHMlMkZmaW5hbmNpYWwtYW5hbHlzaXMteGVyby10YWJsZWF1IiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InNwIn19XX0%3D&taps=null&duid=0f799ed9-7b08-4920-8ebb-f7d58827d64b&sid=03b3b445-4e6f-4c4b-9ffb-40c3b2cc405e
1263;Singapore;Singapore;Nanyang Technological University;Financial Technology (FinTech);13;10.677,00 €;year ;;;Electronics & Embedded Technology, Finance;27/07/2021;31/01/2021;9;M.Sc.;On Campus;1 year;92;6,5;   Required   ;   Required   ;English;33 alternative credits;https://www.mastersportal.com/studies/305093/;Financial Technology (FinTech) refers to a cluster of emerging innovations that have the potential to revolutionize the nature of the finance industry, enhancing the productivity of financial firms by employing data science and cyber technologies. Financial Technology (FinTech) is offered at Nanyang Technological University.;.
1928;Switzerland;Lausanne;Swiss Federal Institute of Technology in Lausanne;Financial Engineering;14;1.374,00 €;year ;;;Finance, General Engineering & Technology;21/09/2021;15/04/2021;83;M.Sc.;On Campus;2 years;;;.;.;English;120 ECTS;https://www.mastersportal.com/studies/17522/;The Master’s program in Financial Engineering (MFE) provides financial education at the forefront of both academic thinking and industry practice and is the result of a multidisciplinary effort involving the Swiss Finance Institute at Swiss Federal Institute of Technology Lausanne and faculty members from mathematics, statistics, computer science, operations research and communications.;.
498;Canada;Toronto;University of Toronto;Financial Risk Management ;18;26.059,00 €;year ;;;Finance, Risk Management, Actuarial Science;10/09/2021;05/02/2021;14;Master;On Campus;10 months;100;6,5;.;.;English;On Campus;https://www.mastersportal.com/studies/157311/;Develop the strengths a fast-moving economy demands – and leading organizations are looking for – in this intensive, ten-month full-time program. At the intersection of risk management and finance, the Financial Risk Management program from University of Toronto provides an ideal balance of technical expertise and communications skills that will help launch your career.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.rotman.utoronto.ca%2FDegrees%2FMastersPrograms%2FMFRM%3Futm_source%3Dstudyportals%26utm_medium%3Dcpc%26utm_campaign%3Dlisting%26utm_content%3Dmfrm&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxNTczMTEiLCJkIjoiRmluYW5jaWFsIFJpc2sgTWFuYWdlbWVudCIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiIxNDU5OGIzYy00MWI3LTRiYTMtYjJiMC1kYjEyYmU5YmJiYTEiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIxOTk5MzI5IiwiZCI6Imh0dHBzOi8vd3d3LnJvdG1hbi51dG9yb250by5jYS9EZWdyZWVzL01hc3RlcnNQcm9ncmFtcy9NRlJNP3V0bV9zb3VyY2U9c3R1ZHlwb3J0YWxzJnV0bV9tZWRpdW09Y3BjJnV0bV9jYW1wYWlnbj1saXN0aW5nJnV0bV9jb250ZW50PW1mcm0iLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoibCJ9fV19&taps=null&duid=9c1fbec5-a7e2-4c0a-9767-fb54d09c6f51&sid=727ece29-fc47-4a9e-be0f-2630aed7eeac
1259;Canada;Toronto;University of Toronto;Accounting and Finance;18;12.810,00 €;year ;;;Finance, Accounting;03/09/2022;15/01/2022;358;Master;On Campus;3 years;93;7;.;.;English;90 alternative credits;https://www.mastersportal.com/studies/290389/;The Accounting and Finance program of University of Toronto is North America’s first graduate degree that integrates both accounting and finance business disciplines.;.
1269;Canada;Toronto;University of Toronto;Accounting and Finance;18;12.810,00 €;year ;;;Finance, Accounting;03/09/2022;15/01/2022;358;Master;On Campus;3 years;93;7;.;.;English;90 alternative credits;https://www.mastersportal.com/studies/290389/;The Accounting and Finance program of University of Toronto is North America’s first graduate degree that integrates both accounting and finance business disciplines.;.
1827;Canada;Toronto;University of Toronto;Finance;18;9.948,00 €;year ;;;Finance;10/09/2021;01/02/2021;10;Master;On Campus;1 year, 8 months;93;7;   Required   ;   Required   ;English;On Campus;https://www.mastersportal.com/studies/97987/;The Finance program of University of Toronto provides the most in-depth theoretical and applied finance training currently available.;.
52;.;Adelaide;Kaplan Business School;Accounting ;;6253;full ;;;Economics, Finance, Accounting;27/03/2021;19/02/2021;28;Postgraduate Certificate;On Campus;8 months;60;6;.;.;English;On Campus;https://www.mastersportal.com/studies/215298/;The Graduate Certificate in Accounting at Kaplan Business School provides an understanding of the framework and fundamental principles of the accounting profession. ;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.kbs.edu.au%2Fcourses%2Fgraduate-certificate-in-accounting%3Futm_source%3DStudyPortals%26utm_medium%3Daffiliate%26utm_campaign%3Dgraduate_certificate_in_accounting%26utm_term%3Dgeneric%26utm_content%3Denrolment&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyMTUyOTgiLCJkIjoiQWNjb3VudGluZyIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiIwOWJiMDUxOC0yNmI0LTRiNDgtYjA1OC0zMDFlMTkzM2RhM2EiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIyMDYxMTYwIiwiZCI6Imh0dHBzOi8vd3d3Lmticy5lZHUuYXUvY291cnNlcy9ncmFkdWF0ZS1jZXJ0aWZpY2F0ZS1pbi1hY2NvdW50aW5nP3V0bV9zb3VyY2U9U3R1ZHlQb3J0YWxzJnV0bV9tZWRpdW09YWZmaWxpYXRlJnV0bV9jYW1wYWlnbj1ncmFkdWF0ZV9jZXJ0aWZpY2F0ZV9pbl9hY2NvdW50aW5nJnV0bV90ZXJtPWdlbmVyaWMmdXRtX2NvbnRlbnQ9ZW5yb2xtZW50IiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InAifX1dfQ%3D%3D&taps=null&duid=ef1412bb-e0f0-47df-a01e-0c5e9e30da0a&sid=643b81c1-2465-4c18-addc-bb9620de1015
53;Switzerland;Gland;Sustainability Management School (SUMAS);MBA in Finance and Responsible Investment ;;39500;year;;;Business Administration, Finance, Master in Business Administration (MBA);26/02/2021;;;M.B.A.;On Campus;1 year;80;6;.;.;English;92 ECTS;https://www.mastersportal.com/studies/48768/;The aim of the Master of Business Administration in Finance and Responsible Investment from the Sustainability Management School (SUMAS) is to offer a predominantly professionally oriented education that addresses corporate finance and the broader sustainability agenda for responsible investment.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fsumas.ch%2Fprogram%2Fmba-in-finance-responsible-investment%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiI0ODc2OCIsImQiOiJNQkEgaW4gRmluYW5jZSBhbmQgUmVzcG9uc2libGUgSW52ZXN0bWVudCIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiIwOWJiMDUxOC0yNmI0LTRiNDgtYjA1OC0zMDFlMTkzM2RhM2EiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIxOTc2Nzc5IiwiZCI6Imh0dHBzOi8vc3VtYXMuY2gvcHJvZ3JhbS9tYmEtaW4tZmluYW5jZS1yZXNwb25zaWJsZS1pbnZlc3RtZW50LyIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJzcCJ9fV19&taps=null&duid=ef1412bb-e0f0-47df-a01e-0c5e9e30da0a&sid=643b81c1-2465-4c18-addc-bb9620de1015
1837;Canada;Toronto;University of Toronto;Finance;18;9.948,00 €;year ;;;Finance;10/09/2021;01/02/2021;10;Master;On Campus;1 year, 8 months;93;7;   Required   ;   Required   ;English;On Campus;https://www.mastersportal.com/studies/97987/;The Finance program of University of Toronto provides the most in-depth theoretical and applied finance training currently available.;.
221;.;Edinburgh;The University of Edinburgh;Finance ;20;28.326,00 €;year;;;Finance, Accounting;13/09/2021;31/08/2021;221;M.Sc.;On Campus;1 year;100;7;.;.;English;On Campus;https://www.mastersportal.com/studies/154006/;Combining up-to-the-minute theory with practical application, the Finance programme offered by The University of Edinburgh will prepare you for a great number of career options. This masters programme has been devised in order to give you the opportunity to tailor your learnings to your career aspirations. ;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.business-school.ed.ac.uk%2Fmsc%2Ffinance%3Futm_source%3DMastersportal%26utm_medium%3DPremList-Finance%26utm_campaign%3DUoE-UEBS-schgeneric-Core&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxNTQwMDYiLCJkIjoiRmluYW5jZSIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiI2M2RiMWM0Mi0zZGM5LTRkNWQtOGVkMC0zYjkzYmJjYjgzYWYiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIxOTgyMzk0IiwiZCI6Imh0dHBzOi8vd3d3LmJ1c2luZXNzLXNjaG9vbC5lZC5hYy51ay9tc2MvZmluYW5jZT91dG1fc291cmNlPU1hc3RlcnNwb3J0YWwmdXRtX21lZGl1bT1QcmVtTGlzdC1GaW5hbmNlJnV0bV9jYW1wYWlnbj1Vb0UtVUVCUy1zY2hnZW5lcmljLUNvcmUiLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoicCJ9fV19&taps=null&duid=132ca80f-d5fd-45bf-a3bc-5e57965c2c6a&sid=cbd3570f-2844-4678-8ff8-09e37729a3a0
56;Belgium;Brussels;Solvay Brussels School of Economics and Management;Advanced Master in Financial Markets;;15.000,00 €;year;;;Economics, Finance, Risk Management;17/09/2021;30/08/2021;220;Postgraduate Certificate;On Campus;1 year;;6,5;.;.;English;60 ECTS;https://www.mastersportal.com/studies/42350/;The Advanced Master in Financial Markets at Solvay Brussels School of Economics and Management is designed to help you develop knowledge and an entirely new skill set: a strong understanding of market practices, financial techniques, risk management and the new regulatory environment, which is a must to get the best jobs and accelerate career development. ;.
230;.;Edinburgh;The University of Edinburgh;Banking and Risk ;20;20.539,00 €;year;;;Finance, Risk Management, Actuarial Science;13/09/2021;31/08/2021;221;M.Sc.;On Campus;1 year;100;7;.;.;English;On Campus;https://www.mastersportal.com/studies/31100/;The aim of the MSc in Banking and Risk at The University of Edinburgh is to give students the knowledge, understanding and key skills that will enable them to be effective Managers in financial institutions, especially banks, in any country in the world.  ;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.business-school.ed.ac.uk%2Fmsc%2Fbanking-risk%3Futm_source%3DMastersportal%26utm_medium%3DPremList-BankRisk%26utm_campaign%3DUoE-UEBS-schgeneric-Core&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIzMTEwMCIsImQiOiJCYW5raW5nIGFuZCBSaXNrIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjYzZGIxYzQyLTNkYzktNGQ1ZC04ZWQwLTNiOTNiYmNiODNhZiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjE5ODIzODMiLCJkIjoiaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc2Nob29sLmVkLmFjLnVrL21zYy9iYW5raW5nLXJpc2s%2FdXRtX3NvdXJjZT1NYXN0ZXJzcG9ydGFsJnV0bV9tZWRpdW09UHJlbUxpc3QtQmFua1Jpc2smdXRtX2NhbXBhaWduPVVvRS1VRUJTLXNjaGdlbmVyaWMtQ29yZSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=132ca80f-d5fd-45bf-a3bc-5e57965c2c6a&sid=cbd3570f-2844-4678-8ff8-09e37729a3a0
58;United Arab Emirates;Sharjah;Ajman University;Financial Management ;701;494;credit ;;;Finance, Financial Mathematics, Master in Business Administration (MBA);01/09/2021;;;M.B.A.;On Campus;1 year;;6;.;.;English;36 alternative credits;https://www.mastersportal.com/studies/290213/;The Financial Management program from Ajman University  is of national and international quality that can meet the students’ need to harness them into capable individuals who can meet the current employment needs and can visualize the future business trends, competition, planning and strategy.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.ajmanuniversityinternational.com%2Fprograms%2Fmaster-of-business-administration-in-financial-management-mba%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyOTAyMTMiLCJkIjoiRmluYW5jaWFsIE1hbmFnZW1lbnQiLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiMDliYjA1MTgtMjZiNC00YjQ4LWIwNTgtMzAxZTE5MzNkYTNhIiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMjE0NTc1MCIsImQiOiJodHRwczovL3d3dy5ham1hbnVuaXZlcnNpdHlpbnRlcm5hdGlvbmFsLmNvbS9wcm9ncmFtcy9tYXN0ZXItb2YtYnVzaW5lc3MtYWRtaW5pc3RyYXRpb24taW4tZmluYW5jaWFsLW1hbmFnZW1lbnQtbWJhLyIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=ef1412bb-e0f0-47df-a01e-0c5e9e30da0a&sid=643b81c1-2465-4c18-addc-bb9620de1015
